datetime,carbon_intensity,custom_electricity_score,custom_electricity_input_kwh_per_kwh,REP_SEASON,REP_KIND,PEM operation
2025-05-24 22:00:00,48.0,0.10867746459807726,1.0306110494848228,Spring,top10,6.063657445035871
2025-05-24 22:30:00,49.0,0.10660566300645033,1.0316426921769999,Spring,top10,5.951780159088018
2025-05-24 23:00:00,48.0,0.08834319456593034,1.031642692177,Spring,top10,4.965606863299938
2025-05-24 23:30:00,49.0,0.08602576420920276,1.0326743348691767,Spring,top10,4.840465624036649
2025-04-30 00:00:00,189.0,0.30062947327491774,1.032674334869177,Spring,bottom10,16.42906591358526
2025-04-30 00:30:00,188.0,0.29913278782146757,1.0316426921769999,Spring,bottom10,16.348244899098948
2025-04-30 01:00:00,189.0,0.3028331636239742,1.0316426921769997,Spring,bottom10,16.548065192434308
2025-04-30 01:30:00,187.0,0.29962961494396273,1.032674334869177,Spring,bottom10,16.375073563713688
2025-04-30 02:00:00,189.0,0.3017304664759593,1.0306110494848228,Spring,bottom10,16.488519546441502
2025-04-30 02:30:00,190.0,0.30484985343119947,1.0316426921769999,Spring,bottom10,16.65696644202447
2025-04-30 03:00:00,200.0,0.32046802900116067,1.032674334869177,Spring,bottom10,17.500347922802376
2025-04-30 03:30:00,207.0,0.33097152950790654,1.032674334869177,Spring,bottom10,18.06753695016665
2025-04-30 04:00:00,214.0,0.34004539827563596,1.0316426921769997,Spring,bottom10,18.55752586362404
2025-04-30 04:30:00,218.0,0.35413351802450027,1.030611049484823,Spring,bottom10,19.318284330062713
2025-04-30 05:00:00,216.0,0.3580347334502624,1.031642692177,Spring,bottom10,19.52894996305387
2025-04-30 05:30:00,212.0,0.37680873731012043,1.0316426921769999,Spring,bottom10,20.542746171486204
2025-04-30 06:00:00,200.0,0.3382800171174444,1.0316426921769999,Spring,bottom10,18.462195281081694
2025-04-30 06:30:00,194.0,0.3439061808074194,1.0337059775613542,Spring,bottom10,18.76600812034035
2025-04-30 07:00:00,185.0,0.3232011950899254,1.0306110494848226,Spring,bottom10,17.647938891595672
2025-04-30 07:30:00,175.0,0.3003869878057997,1.0306110494848228,Spring,bottom10,16.415971698252882
2025-04-30 08:00:00,169.0,0.2868254515621254,1.0326743348691767,Spring,bottom10,15.683648741094471
2025-04-30 08:30:00,157.0,0.2694887137120574,1.033705977561354,Spring,bottom10,14.747464897190799
2025-04-30 09:00:00,141.0,0.24785879179962492,1.0316426921769997,Spring,bottom10,13.579449113919445
2025-04-30 09:30:00,129.0,0.23577325514650224,1.0316426921769999,Spring,bottom10,12.926830134650821
2025-04-30 10:00:00,122.0,0.22493664034232377,1.0316426921769999,Spring,bottom10,12.341652935225182
2025-04-30 10:30:00,118.0,0.220625091046734,1.030611049484823,Spring,bottom10,12.108829273263336
2025-04-30 11:00:00,115.0,0.2177119456836697,1.0306110494848228,Spring,bottom10,11.951519423657862
2025-04-30 11:30:00,113.0,0.2144299518956913,1.031642692177,Spring,bottom10,11.77429175910703
2025-04-30 12:00:00,112.0,0.21266966280327187,1.0306110494848228,Spring,bottom10,11.679236148116381
2025-04-30 12:30:00,109.0,0.20813827099731072,1.0316426921769999,Spring,bottom10,11.434540990594478
2025-04-30 13:00:00,109.0,0.20597424911594972,1.0316426921769999,Spring,bottom10,11.317683809000984
2025-04-30 13:30:00,111.0,0.20904347017019392,1.0316426921769999,Spring,bottom10,11.48342174593017
2025-04-30 14:00:00,114.0,0.21369349826243766,1.031642692177,Spring,bottom10,11.734523262911333
2025-04-30 14:30:00,118.0,0.2187384943059859,1.030611049484823,Spring,bottom10,12.006953049262938
2025-04-30 15:00:00,126.0,0.23385368879116045,1.0337059775613537,Spring,bottom10,12.823173551462363
